Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Längd
salomon-qst-lux,,,,,,,,Längd,168 cm,,,,,salomon-qst-lux-92-168,2000,shopify,55,deny,manual,6300,4410.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_098.jpg,1,168cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_098.jpg,kg,,,active,168 cm
salomon-qst-blank-team,Salomon QST BLANK Team,<p>Salomoon QST BLANK Team är småsyskon till QST BLANK och en komplett skida för unga friåkare som känner sig lika hemma i en snowpark som i pudersnö. Midjan på 92 mm (88 mm i kortare längder) gör att skidan flyter i djupsnö och är lätt att hantera vid freestyle-hopp. Rocker i spets och bakände underlättar baklängeslandningar och snabba svängar.</p>,salomon,Juniorskidor,Skis,"Juniorskidor, Junior, Skiing, Alpine",True,Längd,128 cm,,,,,salomon-qst-blank-team-128,2000,shopify,47,deny,manual,4100,2870.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_050.jpg,1,Salomon QST BLANK Team 128cm - Product 042,False,Salomon QST BLANK Team 128cm - salomon | Premium Alpine Skis,Buy Salomon QST BLANK Team by salomon. High-quality alpine skis perfect for juniorskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,junior,adult,salomon-qst-blank-team-128;137;146;152,salomon Skis,"Juniorskidor, Junior",new,False,salomon,Juniorskidor,Junior,128;137;146;152,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_050.jpg,kg,,,active,128 cm
salomon-qst-blank-team,,,,,,,,Längd,137 cm,,,,,salomon-qst-blank-team-137,2000,shopify,0,deny,manual,4100,2870.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_182.jpg,1,137cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_182.jpg,kg,,,active,137 cm
salomon-qst-blank-team,,,,,,,,Längd,146 cm,,,,,salomon-qst-blank-team-146,2000,shopify,0,deny,manual,4100,2870.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_146.jpg,1,146cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_146.jpg,kg,,,active,146 cm
salomon-qst-blank-team,,,,,,,,Längd,152 cm,,,,,salomon-qst-blank-team-152,2000,shopify,93,deny,manual,4100,2870.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_010.jpg,1,152cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_010.jpg,kg,,,active,152 cm
salomon-qst,Salomon QST 106,"<p>Salomon QST 106 (24/25) är en mångsidig freerideskida som trivs lika bra i djup snö som i hårda, uppkörda partier. Med 106 mm midja, ny uppdaterad konstruktion och ikonisk QST-känsla levererar den en perfekt mix av flyt, stabilitet och lekfullhet. Oavsett om du åker resort, sidecountry eller på topptur – QST 106 är redo att ta dig längre, djupare och snabbare.




Double Sidewall Technology: Två sidväggsskikt maximerar kraftöverföringen och kantgreppet i alla snöförhållanden.

Full Poplar Woodcore: Ger stabilitet, energi och naturlig dämpning i hög fart.

C/FX + Powerframe TI: En unik mix av kolfiber, linfibrer och titanal som ger en perfekt balans av styrka, låg vikt och dämpning.

All Terrain Rocker: Tip- och tailrocker kombinerat med camber under foten för både flyt i puder och kontroll på hårt underlag.

Cork Damplifier: Kork i spetsen för effektiv vibrationsdämpning utan att öka vikten.




Vändradie: ca 19 m (vid 181 cm)

Midja: 106 mm

Längder: 165, 173, 181, 189 cm

Vikt: ca 1940 g per skida (vid 181 cm)

Bindning: Ej inkluderad – välj efter åkstil: friåkning, topptur eller resort.




Salomon QST 106 är ett självklart val för dig som söker en en-skida-för-allt-upplevelse med freeride-fokus. Stabil i fart, flytande i puder, förtroendeingivande på hårt – det här är frihet på skidor.</p>",salomon,Allmountainskidor,Skis,"Allmountainskidor, Unisex, Skiing, Alpine",True,Längd,173 cm,,,,,salomon-qst-106-173,2000,shopify,81,deny,manual,8600,6020.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_143.jpg,1,Salomon QST 106 173cm - Product 043,False,Salomon QST 106 173cm - salomon | Premium Alpine Skis,Buy Salomon QST 106 by salomon. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,salomon-qst-106-173;181;189,salomon Skis,"Allmountainskidor, Unisex",new,False,salomon,Allmountainskidor,Unisex,173;181;189,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_143.jpg,kg,,,active,173 cm
salomon-qst,,,,,,,,Längd,181 cm,,,,,salomon-qst-106-181,2000,shopify,0,deny,manual,8600,6020.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_085.jpg,1,181cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_085.jpg,kg,,,active,181 cm
salomon-qst,,,,,,,,Längd,189 cm,,,,,salomon-qst-106-189,2000,shopify,39,deny,manual,8600,6020.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_155.jpg,1,189cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_155.jpg,kg,,,active,189 cm
salomon-qst-iceberg-green,Salomon QST 100 Iceberg Green,"<p>Salomon QST 100 är den mest lekfulla QST-skidan hittills. Med en midja på 100 mm och en dynamisk freeride-form är den perfekt för både pist och puder. Kombinationen av stabilitet, manövrerbarhet och respons gör den till ett utmärkt val för skidåkare som vill ha både kontroll och kreativitet i sin åkning.



Funktioner


100 mm midja ger stabilitet i höga hastigheter och flyt i lössnö

Backbone och korkdämpning förbättrar åkkomforten och minskar vibrationer

Lång tailrocker och progressiv monteringspunkt ger smidig manövrering

Poppig tail och lätt konstruktion gör den perfekt för hopp och tricks



Specifikationer


Typ: Freeride

Längder: 148, 156, 164, 172, 180, 188 cm

Snöförhållanden: Uppkörd snö, puder

Tail Rocker Profil: 17%



Salomon QST 100 Iceberg Green är det självklara valet för åkare som vill ha en lekfull och mångsidig skida för alla typer av förhållanden.</p>",salomon,Allmountainskidor,Skis,"Allmountainskidor, Unisex, Skiing, Alpine",True,Längd,164 cm,,,,,salomon-qst-100-iceberg-green-164,2000,shopify,13,deny,manual,7500,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_199.jpg,1,Salomon QST 100 Iceberg Green 164cm - Product 044,False,Salomon QST 100 Iceberg Green 164cm - salomon | Premium Alpine Skis,Buy Salomon QST 100 Iceberg Green by salomon. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,salomon-qst-100-iceberg-green-164;172;180,salomon Skis,"Allmountainskidor, Unisex",new,False,salomon,Allmountainskidor,Unisex,164;172;180,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_199.jpg,kg,,,active,164 cm
salomon-qst-iceberg-green,,,,,,,,Längd,172 cm,,,,,salomon-qst-100-iceberg-green-172,2000,shopify,88,deny,manual,7500,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_069.jpg,1,172cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_069.jpg,kg,,,active,172 cm
salomon-qst-iceberg-green,,,,,,,,Längd,180 cm,,,,,salomon-qst-100-iceberg-green-180,2000,shopify,16,deny,manual,7500,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_018.jpg,1,180cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_018.jpg,kg,,,active,180 cm
salomon-qst-cosmic-sky,Salomon QST 100 Cosmic Sky,"<p>Salomon QST 100 25/26 är den mest lekfulla QST-skidan hittills. Med en midja på 100 mm och en dynamisk freeride-form är den perfekt för både pist och puder. Kombinationen av stabilitet, manövrerbarhet och respons gör den till ett utmärkt val för skidåkare som vill ha både kontroll och kreativitet i sin åkning.



Funktioner


100 mm midja ger stabilitet i höga hastigheter och flyt i lössnö

Backbone och korkdämpning förbättrar åkkomforten och vibrationer

Lång tailrocker och progressiv monteringspunkt ger smidig manövrering

Poppig tail och lätt konstruktion gör den perfekt för hopp och tricks



Specifikationer


Typ: Freeride

Längder: 148, 156, 164, 172, 180, 188 cm

Snöförhållanden: Uppkörd snö, puder

Tail Rocker Profil: 17%



Salomon QST 100 Cosmic Sky är det självklara valet för åkare som vill ha en lekfull och mångsidig skida för alla typer av förhållanden.</p>",salomon,Allmountainskidor,Skis,"Allmountainskidor, Unisex, Skiing, Alpine",True,Längd,164 cm,,,,,salomon-qst-100-cosmic-sky-164,2000,shopify,52,deny,manual,7500,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_063.jpg,1,Salomon QST 100 Cosmic Sky 164cm - Product 045,False,Salomon QST 100 Cosmic Sky 164cm - salomon | Premium Alpine Skis,Buy Salomon QST 100 Cosmic Sky by salomon. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,salomon-qst-100-cosmic-sky-164;172;180;188,salomon Skis,"Allmountainskidor, Unisex",new,False,salomon,Allmountainskidor,Unisex,164;172;180;188,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_063.jpg,kg,,,active,164 cm
salomon-qst-cosmic-sky,,,,,,,,Längd,172 cm,,,,,salomon-qst-100-cosmic-sky-172,2000,shopify,39,deny,manual,7500,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_185.jpg,1,172cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_185.jpg,kg,,,active,172 cm
salomon-qst-cosmic-sky,,,,,,,,Längd,180 cm,,,,,salomon-qst-100-cosmic-sky-180,2000,shopify,29,deny,manual,7500,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_093.jpg,1,180cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_093.jpg,kg,,,active,180 cm
salomon-qst-cosmic-sky,,,,,,,,Längd,188 cm,,,,,salomon-qst-100-cosmic-sky-188,2000,shopify,0,deny,manual,7500,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_007.jpg,1,188cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_007.jpg,kg,,,active,188 cm
salomon-mtn-carbon,Salomon MTN 96 Carbon,"<p>När det kommer till rena turskidor är det alltid svårt att hitta den rätta balansen mellan uppåt och utför men med nya Salomon MTN 96 Carbon är det inga problem, den är helt fantastisk på både och. Väger under 1400 gram tack vare den lätta kärnan av karbonförstärkt karuba och kombinerat med de smarta och pålitliga stighudsfästena i karbon blir resan mot toppen en dröm. Resan ner blir dessutom inte sämre och med hjälp av det högabsorberande korklagret i tip och tail reduceras vibrationerna och den 96 mm breda midjan upplevs betydligt bredare. Salomon MTN 96 Carbon har en rocker i toppen, tradionellt spann under foten och en platt bakända samt bör kombineras med en ren tech-bindning som helst ska väga under 300 gram.

Specifikationer:

Längder: 166, 174, 182 cm
Sidecut: 130-96-116 mm
Radie: 19 m
Vikt: 1540 g
Kolfiber
</p>",salomon,Topptursskidor,Skis,"Topptursskidor, Unisex, Skiing, Alpine",True,Längd,166 cm,,,,,salomon-mtn-96-carbon-166,2000,shopify,0,deny,manual,8900,5340.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_087.jpg,1,Salomon MTN 96 Carbon 166cm - Product 046,False,Salomon MTN 96 Carbon 166cm - salomon | Premium Alpine Skis,Buy Salomon MTN 96 Carbon by salomon. High-quality alpine skis perfect for topptursskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,salomon-mtn-96-carbon-166;174;182;188,salomon Skis,"Topptursskidor, Unisex",new,False,salomon,Topptursskidor,Unisex,166;174;182;188,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_087.jpg,kg,,,active,166 cm
salomon-mtn-carbon,,,,,,,,Längd,174 cm,,,,,salomon-mtn-96-carbon-174,2000,shopify,74,deny,manual,8900,5340.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_095.jpg,1,174cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_095.jpg,kg,,,active,174 cm
salomon-mtn-carbon,,,,,,,,Längd,182 cm,,,,,salomon-mtn-96-carbon-182,2000,shopify,59,deny,manual,8900,5340.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_067.jpg,1,182cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_067.jpg,kg,,,active,182 cm
salomon-mtn-carbon,,,,,,,,Längd,188 cm,,,,,salomon-mtn-96-carbon-188,2000,shopify,0,deny,manual,8900,5340.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_211.jpg,1,188cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_211.jpg,kg,,,active,188 cm
salomon-départ-10,Salomon Départ 1.0,"<p>Salomon Depart 1.0-skidorna har en fräsch freestylekänsla med en härligt tillbakablickande vibb. Salomon säger att Depart 1.0 har utvecklats för att uppfylla behoven för post-park-åkning, men de skulle lika gärna kunna peka på den ursprungliga pre-park-åkningen när du var tvungen att göra ditt eget roliga på de naturliga features du kunde hitta. Den generösa rockern och kärnan i karuba/poplarträ, som backas upp av lätta basaltfibrer, ger denna mid-fat ripper gränslös energi och pop. Den snabba svängradien på 15 m ger dig full kontroll när det är dags att ta ut svängarna. Kasta av dig bojorna och visa gänget vad du går för - Salomon Depart 1.0-skidorna är här för att göra ett statement.

FORMPROFIL: Freestyle/park-profil
KÄRNA - Hel träkärna i poppel- och karubaträ: Träkärnan består av en blandning av poppel och karubaträ. Karubaträet gör skidan lätt och stabil.
FÖRSTÄRKNINGAR - Bindningsförstärkning i Ti: Ett titanalinlägg under foten, från kant till kant genom hela skidan, för maximal kraftöverföring och ökat kantgrepp på hård snö.
KONSTRUKTION: Sidoväggar i halv flerskiktskonstruktion
FÖRSTÄRKNINGAR: Glasfiber</p>",salomon,Parkskidor,Skis,"Parkskidor, unisex, Skiing, Alpine",True,Längd,170 cm,,,,,salomon-départ-10-170,2000,shopify,48,deny,manual,7100,4970.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_099.jpg,1,Salomon Départ 1.0 170cm - Product 050,False,Salomon Départ 1.0 170cm - salomon | Premium Alpine Skis,Buy Salomon Départ 1.0 by salomon. High-quality alpine skis perfect for parkskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,salomon-départ-10-170;180,salomon Skis,"Parkskidor, unisex",new,False,salomon,Parkskidor,unisex,170;180,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_099.jpg,kg,,,active,170 cm
salomon-départ-10,,,,,,,,Längd,180 cm,,,,,salomon-départ-10-180,2000,shopify,77,deny,manual,7100,4970.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_097.jpg,1,180cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_097.jpg,kg,,,active,180 cm
rossignol-super-blackops,Rossignol Super Blackops 98,"<p>Rossignol Super Blackops 98 24/25 kombinerar en nostalgisk 90-talsestetik med modern teknologi för att erbjuda progressiv prestanda över hela berget. Med en midjebredd på 98 mm och en dynamisk träkärna förstärkt med titanal, levererar denna skida en lekfull men ändå precis åkupplevelse i varierande terräng och snöförhållanden.



Egenskaper


Progressiv Rocker – Designad för djupa puderdagar, erbjuder en balanserad mix av mångsidighet och flytförmåga. Kombinationen av längre, lägre tiprocker, avsmalnande tailprofil och traditionell camber under foten möjliggör enkel styrning, omedelbar hastighetskontroll samt kraft och grepp för att ta dig tillbaka till liften.

PEFC Poplar Wood Core – Den PEFC-certifierade poppelträ-kärnan säkerställer en bra balans mellan dämpning, elasticitet och viktbesparing, vilket bidrar till skidas mångsidighet och minskar dess miljöpåverkan.

Rektangulär Full Sidewall – Konstruktionen med horisontell lagerläggning av kärnmaterial kombinerat med fullängds vertikala sidoväggar ger optimerat kantgrepp, precision, balans och kraft.

Sintered HD Base – Den sintrade HD-basen erbjuder utmärkt glidförmåga under alla skidförhållanden, vilket säkerställer hög prestanda och hållbarhet.

Titanal Beam – Titanalförstärkningen under foten förbättrar kraftöverföringen för ökat kantgrepp, rebound och energi genom hela skidan.



Teknisk specifikation


Midja: 98 mm

Radie: 14–22 m beroende på längd

Sidcut: 131-98-121 mm

Vikt: Cirka 1 800–2 200 g per skida beroende på längd

Längder: Finns i 162 cm, 172 cm, 182 cm och 192 cm



Rossignol Super Blackops 98 24/25 är det perfekta valet för skidåkare som söker en skida med en unik kombination av retrostil och modern prestanda. Oavsett om du carvar i pisten, utforskar offpist eller leker i parken, erbjuder denna skida en dynamisk och responsiv åkupplevelse som inspirerar till kreativitet över hela berget.</p>",rossignol,Allmountainskidor,Skis,"Allmountainskidor, Unisex, Skiing, Alpine",True,Längd,172 cm,,,,,rossignol-super-blackops-98-172,2000,shopify,83,deny,manual,8200,4920.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_138.jpg,1,Rossignol Super Blackops 98 172cm - Product 051,False,Rossignol Super Blackops 98 172cm - rossignol | Premium Alpine Skis,Buy Rossignol Super Blackops 98 by rossignol. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,rossignol-super-blackops-98-172;182;192,rossignol Skis,"Allmountainskidor, Unisex",new,False,rossignol,Allmountainskidor,Unisex,172;182;192,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_138.jpg,kg,,,active,172 cm
rossignol-super-blackops,,,,,,,,Längd,182 cm,,,,,rossignol-super-blackops-98-182,2000,shopify,57,deny,manual,8200,4920.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_041.jpg,1,182cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_041.jpg,kg,,,active,182 cm
